job-D:11,job-D:al,job-D:am,job-D:ax,job-D:bf,job-D:by,job-D:cv,job-D:de,job-D:dz,job-D:e2,job-D:f8,job-D:gj,job-D:gv,job-D:kd,job-D:ke,job-D:kl,job-D:kp,job-D:ks,job-D:kw,job-D:mm,job-D:nb,job-D:nn,job-D:ob,job-D:pe,job-D:po,job-D:pq,job-D:pz,job-D:qp,job-D:qw,job-D:rn,job-D:sa,job-D:vv,job-D:zz,area-D:a,area-D:b,area-D:c,area-D:d,income,aspect,subscriptions-D:0,subscriptions-D:1,subscriptions-D:2,subscriptions-D:3,subscriptions-D:4,subscriptions-D:5,dist_healthy,save_rate,dist_unhealthy,age,pop_dense,retail_dense,crime,product-D:a,product-D:b,product-D:c,product-D:d,product-D:e,product-D:f,product-D:g
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.3797790602044504,-1.0324470996916912,0,1,0,0,0,0,-0.9882857152563271,-0.8347137714245313,-0.7278135754906049,0.31420975450482913,-0.3321598367585211,-0.3626481592616747,0.28416898648997646,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.34348657778387215,-1.256550120606702,0,1,0,0,0,0,-0.9550578101247179,-0.6627833145867613,0.156230966282306,0.044154099580179906,-0.17787021673951986,0.024039055273378716,0.3352549979875917,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7449346757777943,-0.8083440787766806,1,0,0,0,0,0,0.7110842900459704,0.3516063807560814,1.6764753328189455,0.5842654094294784,0.1307090232984826,-0.25953156871899397,0.06838777374631758,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9570820852615827,0.11496036739316297,0,1,0,0,0,0,-0.3711960485264427,-0.30172935522744443,0.5959764484298319,0.5842654094294784,1.1078766167521585,0.1529347934517296,-0.5896305534543101,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.729494728681723,-0.602169299534871,0,0,0,1,0,0,-0.1908159920977073,1.1596795278936003,0.3143051558708398,1.3944323742034261,-1.6693365435898682,-2.2960842319369412,3.4560765660434067,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.6043267753768502,0.24942217994216964,0,1,0,0,0,0,-0.5468292613649482,0.05932460413187249,0.38390984017525587,0.31420975450482913,1.3650259834504954,0.35916797453709176,0.45343905443729887,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.631712810838905,0.4376687175107781,0,1,0,0,0,0,2.5243785415137854,2.827404959219969,-0.23017260826744307,0.044154099580179906,1.2621662367711612,0.6685177461651346,-0.5705686088656478,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8492903890037392,1.3699372845172229,0,1,0,0,0,0,2.201593177378153,2.311613588706659,-0.4461422829316128,-1.036068520118417,0.2849986433174838,1.1583215512428688,-0.943420245019885,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.548663850260095,-1.068303583038093,0,1,0,0,0,0,-0.7604372229252928,-0.30172935522744443,0.04239152933583117,0.31420975450482913,-1.1036079368535288,-0.7751145214323982,0.7508053900204329,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.10162048126263236,0.47352520085718014,0,1,0,0,0,0,0.19367833871091325,0.24844810665341943,-1.226755564850298,0.044154099580179906,1.3650259834504954,0.7974134843434856,-0.38833641859803475,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.20791250443953543,1.3161525594976198,0,1,0,0,0,0,-0.24777811518046577,-0.026640624287012485,0.19916469678783372,-0.7660128651937678,0.5935778833554878,0.9778675177931768,0.38481605391811413,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.3485204048404795,-0.5573486953518687,1,0,0,0,0,0,0.17943780794022351,0.24844810665341943,-0.9314235398577287,0.31420975450482913,0.6450077566951549,0.1529347934517296,-0.15578069461635285,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8910130401053635,-0.79041583710348,0,1,0,0,0,0,-0.5468292613649482,-0.06102671565456648,-0.4793183474131568,0.8543210643541276,-0.7435988234758591,-1.0844642930604407,0.25824474184939533,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.6912080606119972,-1.1848371539138984,1,0,0,0,0,0,-0.05790437157127065,-0.3533084922787754,0.019623641946536072,0.31420975450482913,0.18213889663814967,0.07559735054471907,3.2463951755681197,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.08264638019089411,-0.06432204933884533,1,0,0,0,0,0,-0.06265121516150035,-0.5424319948003223,1.2607987601972457,0.5842654094294784,0.8507272500538231,-0.0017400923622914646,1.559031840579721,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3921793658930619,0.8410541551577972,0,0,0,1,0,0,-0.4091707972482817,0.4719577005425204,-0.30498138111798395,-2.116291139817014,1.1593064900918255,2.137929161398337,-0.36164969617390724,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1155607552777633,-0.2615327077440546,0,1,0,0,0,0,0.38829892591033854,-0.5252389491165453,2.2177005416159,1.1243767192787768,0.4907181366761536,-0.5688813403470365,1.3539253168057128,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.15224957932278024,-1.4179042956655095,1,0,0,0,0,0,0.24114677461321213,-0.26734326385989043,-0.03371826565124074,0.044154099580179906,0.23356876997781675,0.3076096792657514,0.44886418773601977,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.7414408170477065,-0.9965906163452896,0,1,0,0,0,0,-1.1306910229632237,-0.7143624516380923,-0.7082982434426379,0.31420975450482913,-0.3321598367585211,-0.4399856021686852,-0.8336234441891893,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.24416469161453458,-1.301370724789704,1,0,0,0,0,0,1.0623507157229815,0.8330116599018372,0.5023028545995899,0.044154099580179906,-0.023580596720518637,0.12715564581605943,-0.9594322784743615,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.21478447050333238,-0.3870303994564608,0,0,1,0,0,0,2.638302787679302,1.8817874466122342,0.41318283824720636,1.3944323742034261,-0.43501958343785524,-1.5742680981381754,-0.23050351740390962,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.4821984634794372,0.7155564634453914,0,1,0,0,0,0,0.21266571307183268,-0.30172935522744443,0.08662628197788991,-0.49595721026911854,1.3650259834504954,1.184100698878539,1.1023076482353684,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2233524515356067,0.03428327986375932,0,1,0,0,0,0,2.040200495310337,0.9533629796882762,-0.09291477286340773,0.5842654094294784,1.0050168700728244,0.04981820290904889,0.40006560958904397,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.9410897498991146,-1.1220883080576955,0,0,0,0,1,0,-0.7034750998425342,0.5751159746451824,-1.307418937315229,-0.7660128651937678,-3.932250970535224,-1.935176165037558,-1.3208467478754014,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5243174562055002,-0.8531646829596828,1,0,0,0,0,0,0.26013414897413156,-0.47365981206521435,0.5153130759649011,0.5842654094294784,0.18213889663814967,-0.2079732734476529,3.5468114222854408,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8596965090432032,-0.5932051786982706,1,0,0,0,0,0,-0.1338538690149484,-0.9894511825785243,0.08792730411442093,0.8543210643541276,0.23356876997781675,-0.3884273068973449,-0.6994273542850058,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5745099173956303,-0.6290616620446722,1,0,0,0,0,0,-0.8696146255005801,-0.6627833145867613,-0.3101854696641085,0.5842654094294784,0.2849986433174838,-0.25953156871899397,-1.2339242805511008,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7816234998228112,-0.27049682858065516,0,0,0,0,1,0,-0.5610697921356378,0.7470464314829522,-0.5905557400865696,1.3944323742034261,-1.4121871768915326,-2.6312131512006545,-0.8305735330550035,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.1309428266756452,-0.019501445155843112,0,1,0,0,0,0,0.7253248208166598,-0.8862929084758623,1.1105307034278986,0.8543210643541276,0.9021571233934902,-0.28531071635466415,-0.00023522677286717504,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.08961651719845957,-1.3910119331557083,0,1,0,0,0,0,0.7680464131287288,-0.026640624287012485,-1.2163473877580488,-0.22590155534446932,-0.3321598367585211,0.1787139410873998,-0.7741501770725626,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.1587252037621385,1.5133632179028291,0,0,1,0,0,0,0.45950157976378686,0.6782742487478444,-1.1408881038392427,-1.5761798299677154,-0.43501958343785524,1.029425813064518,-1.2080000359105199,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.11749706522872144,-1.0145188580184905,1,0,0,0,0,0,-0.26676548954138535,-0.43927372069766035,-1.2631841846731702,0.31420975450482913,0.5421480100158207,0.1787139410873998,-1.2163872915295313,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2963916336993913,1.127906021929011,0,1,0,0,0,0,1.4610855773022915,0.4891507462262974,0.20632031853875535,-1.036068520118417,0.8507272500538231,1.4161130275995706,-0.638429131601286,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.1400165497308963,0,0,1,0,0,0,1.6604530080919464,-0.8175207257407543,1.0832092385607446,0.044154099580179906,-1.25789755687253,-0.6719979308897172,1.0962078259669967,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.4597883793758004,-0.6559540245544734,0,0,0,1,0,0,0.15570358998907438,1.5035404415691402,-0.9060536081953716,1.1243767192787768,-2.54364439036421,-2.811667184650346,-0.8488729998601193,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.6212488151012514,-0.7724875954302789,0,0,1,0,0,0,-0.05790437157127065,0.4547646548587434,-1.164957013365069,0.8543210643541276,-1.206467683532863,-1.4711515075954942,-1.3757451482907495,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4145894499966986,0.365955750817975,0,0,1,0,0,0,-1.1306910229632237,-0.7487485430056463,0.08337372663656199,-0.22590155534446932,1.5193156034694966,0.720076041436475,-0.7596630991851792,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.3748031088460325,-0.001573203482642398,0,1,0,0,0,0,0.35032417718849934,0.6610812030640674,0.7729154589980672,0.8543210643541276,0.9021571233934902,-0.31108986399033434,0.9216004135348485,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.06686796716857356,-0.5483845745152683,0,0,1,0,0,0,0.018045125872407707,1.0221351624233843,-0.4617545485699865,1.3944323742034261,-1.25789755687253,-2.038292755580239,-0.13366883889350453,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.9416421381655113,-0.5125280911688667,0,1,0,0,0,0,0.26013414897413156,-1.2301538221514021,-0.3277492685072788,0.8543210643541276,0.18213889663814967,-0.5688813403470365,0.44657675438538036,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.1906548677852145,0,0,1,0,0,0,0.041779343823556844,0.6438881573802904,-1.3444980682063663,-1.8462354848923648,0.4392882633364865,1.7512419468632836,-0.973919356361745,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0688042771195317,-1.3641195706459068,0,1,0,0,0,0,0.24114677461321213,-0.7659415886894233,1.5736945840329855,0.044154099580179906,-0.023580596720518637,0.2044930887230707,1.042071903335195,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.078814055534557,-0.4766716078224649,0,1,0,0,0,0,0.17943780794022351,-2.038226969288921,-1.1415386149075082,1.1243767192787768,-0.07501047006018571,-0.9555685548820899,1.1175572039062984,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0474975244723967,-0.79041583710348,1,0,0,0,0,0,1.688934069633326,-0.3189224009112214,0.9010661394463851,0.5842654094294784,0.07927914995881552,-0.3626481592616747,0.8011289237345017,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.3157042006973788,-0.8262723204498816,1,0,0,0,0,0,0.29810889769597043,-0.04383366997078948,0.6701347102121074,0.5842654094294784,0.07927914995881552,-0.31108986399033434,0.577722933155378,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.2287247445184633,-0.8710929246328836,0,0,1,0,0,0,-0.7604372229252928,-0.9894511825785243,-1.2293576091233602,0.8543210643541276,-1.1550378101931957,-1.2391391788744621,-0.1512058279150739,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3295463037687412,1.0293006927264066,0,0,1,0,0,0,1.2189965542005674,1.4863473958853632,-1.2826995167211372,-1.5761798299677154,0.9535869967331573,1.7770210944989537,-0.10469468311873764,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5119750262150781,-0.7724875954302789,0,0,1,0,0,0,0.8629832849333262,-0.5940111318516533,-0.2438333407010203,0.8543210643541276,-1.0007481901741946,-1.3422557694171433,0.2612946529835814,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6475490995594149,-0.8710929246328836,1,0,0,0,0,0,-0.3189807690339139,-0.8175207257407543,1.1593190335478165,0.5842654094294784,0.18213889663814967,-0.18219412581198272,-0.2000044060620497,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.9535479312859156,-1.2296577580969006,0,1,0,0,0,0,2.0876689312126353,0.5235368375938514,0.18810600862731897,0.044154099580179906,-0.5378793301171909,-0.15641497817631253,1.0169101364781605,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.007769059019919895,-1.0414112205282917,1,0,0,0,0,0,0.19367833871091325,0.0249385127643185,0.6245989354335172,0.31420975450482913,0.07927914995881552,-0.13063583054064234,-0.0665707939414125,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6684595105821113,-0.880057045469484,1,0,0,0,0,0,-0.8221461895982815,-0.8175207257407543,1.5333628978005198,0.31420975450482913,0.2849986433174838,-0.079077535269302,-0.010909915742518162,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37286679889507435,1.7643586013276416,0,1,0,0,0,0,-1.1306910229632237,-0.6799763602705383,-0.9424822280182436,-0.22590155534446932,-0.07501047006018571,0.35916797453709176,-0.20915413946460765,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.8407224079714649,1.2982243178244195,0,0,1,0,0,0,-0.04841068439081062,0.7470464314829522,-0.7980687708632869,-1.5761798299677154,0.23356876997781675,1.4676713228709117,-0.06047097167304065,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.21831862447899938,-0.6111334203714713,0,1,0,0,0,0,0.07975409254539634,-0.07821976133834348,-0.1618689460995582,0.8543210643541276,0.07927914995881552,-0.5688813403470365,0.3230553534508476,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.4578520694248425,-0.8531646829596828,1,0,0,0,0,0,1.6984277568137853,1.4003821674664783,0.49124416643907515,0.5842654094294784,0.2849986433174838,-0.10485668290497217,0.38939092061939296,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.9207317271428149,1.4057937678636243,1,0,0,0,0,0,-1.27309633067012,-0.8175207257407543,-1.085594663036669,0.31420975450482913,0.696437630034822,0.35916797453709176,-0.47220897478814944,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.694287997265036,1.352009042844022,0,0,0,1,0,0,-0.6844877254816147,-0.18137803544100545,-0.782456505224913,-2.6564024496663126,-0.640739076796525,1.6996836515919433,-0.9830690897643029,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.332585945176201,1.73746623881784,0,1,0,0,0,0,1.0101354362304529,0.9705560253720532,-0.26985378343164285,-0.49595721026911854,-0.43501958343785524,0.35916797453709176,-0.6773154985621573,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.3295463037687412,-0.8352364412864819,1,0,0,0,0,0,-0.1908159920977073,-0.18137803544100545,-0.2822134937286891,0.31420975450482913,0.38785838999681943,-0.0017400923622914646,0.23460793055945395,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4736883581453523,-1.1489806705674968,1,0,0,0,0,0,-1.27309633067012,-0.8175207257407543,1.0929669045847281,0.31420975450482913,0.23356876997781675,0.07559735054471907,0.011201939980330181,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.10162048126263236,1.2623678344780174,1,0,0,0,0,0,0.041779343823556844,-0.5940111318516533,1.7252636629388634,-0.49595721026911854,0.696437630034822,0.8747509272504961,2.7484971829122573,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.378239091877931,-0.9965906163452896,0,0,1,0,0,0,-1.073728899880465,-0.6112041775354303,-1.1857733675495672,0.31420975450482913,-1.25789755687253,-1.0071268501534303,-1.2339242805511008,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9501119482540171,-0.8710929246328836,0,1,0,0,0,0,-0.9882857152563271,-0.8690998627920853,-0.5834001183356482,0.8543210643541276,-1.0007481901741946,-1.110243440696111,-0.2640525398799555,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01817517905938383,-0.9786623746720887,0,1,0,0,0,0,-1.1306910229632237,-0.6627833145867613,-0.29652473723053147,0.31420975450482913,-0.17787021673951986,-0.3368690116260045,0.4610638322727638,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.13637299535669117,0.3211351466349728,0,1,0,0,0,0,-0.5041076690528792,-0.26734326385989043,-0.6770737121658906,0.31420975450482913,1.3650259834504954,0.5396220079867831,-0.7101020432546568,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.1765959733773751,-0.1898197410512515,0,1,0,0,0,0,-0.8696146255005801,-0.5252389491165453,-1.1083625504259642,0.8543210643541276,0.5935778833554878,-0.4657647498043554,0.41912755417770653,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8353501149886083,1.2444395928048164,1,0,0,0,0,0,-0.2762591767218449,-0.28453630954366743,-0.8188851250477851,-0.22590155534446932,0.747867503374489,0.8231926319791557,0.0729626404475964,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6858357676291407,1.3340808011708207,0,1,0,0,0,0,-0.8696146255005801,-0.47365981206521435,-0.23017260826744307,-1.036068520118417,0.4907181366761536,1.1067632559715284,0.05313821807538746,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2824513596842604,0.9306953635238017,0,1,0,0,0,0,1.0955786208545908,0.6266951116965134,2.3640655319756547,-1.036068520118417,1.1593064900918255,1.5965670610492626,-0.19542953936077073,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5656437656826858,-0.6918105079008752,1,0,0,0,0,0,0.38829892591033854,0.0421315584480955,0.19591214144650582,0.5842654094294784,0.3364285166571509,-0.18219412581198272,-0.2930266956547225,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0514280200725023,-1.301370724789704,0,0,1,0,0,0,1.4610855773022915,1.1596795278936003,-0.5437189431714485,-0.49595721026911854,-1.4121871768915326,-0.31108986399033434,0.5983098333111336,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.412595264347551,1.5761120637590327,0,0,1,0,0,0,-0.3189807690339139,-0.7487485430056463,0.8737446745792307,-1.3061241750430663,-0.589309203456858,0.8231926319791557,-0.4775463192729749,0,0,1,0,0,0,0
